"OriginalSizeKB","NewSizeKB","SavedKB","RelativePath"
"61.9","51.2","10.6","files\8. Blog\1. academic\8. Social Activities\25.11.2017 Dhemi School visit\IMG-20171125-WA0005.jpg"
"71.8","61.8","10.1","files\8. Blog\1. academic\8. Social Activities\12.01.2018Green club Hangout\IMG-20180112-WA0010.jpg"
"65.8","56","9.8","files\8. Blog\1. academic\8. Social Activities\12.01.2018Green club Hangout\IMG-20180112-WA0006.jpg"
"36.8","27.7","9.1","files\5. Project\1. Project\50.png"
"34.6","26.1","8.5","files\5. Project\1. Project\14.jpeg"
"22.9","14.5","8.4","files\5. Project\1. Project\28.jpeg"
"33.8","26","7.8","files\5. Project\1. Project\57.png"
"33.8","26","7.8","files\5. Project\1. Project\37.png"
"12.5","6","6.5","files\8. Blog\author.jpg"
"66.9","61","5.9","files\5. Project\1. Project\10.png"
"30.8","25.1","5.7","files\5. Project\1. Project\6.png"
"11.8","6.2","5.6","files\5. Project\1. Project\23.jpeg"
"79.6","74.1","5.5","files\4. Publication\3. conference\11\2.jpg"
"79.6","74.1","5.5","files\6. Award\1. Best Paper award, Zagreb Coratia\2.jpg"
"12.2","7.1","5.1","files\1. Home\testimonials\t4.jpg"
"79.8","75.2","4.5","files\5. Project\1. Project\35.png"
"123.2","118.8","4.4","files\2. Education\logo\mdu-logo.png"
"9.9","5.8","4.1","files\1. Home\testimonials\t2.jpg"
"11.5","7.4","4","files\3. Experience\logo\zmq_web_logo.jpg"
"22.1","18.4","3.7","assets\img\testimonials\testimonials-5.jpg"
"6.6","2.9","3.7","files\1. Home\testimonials\t3.jpg"
"24.7","21.2","3.5","files\5. Project\1. Project\5.png"
"31.7","28.6","3.2","files\5. Project\1. Project\17.png"
"100.9","97.8","3.1","files\5. Project\1. Project\48.png"
"16.8","13.9","2.9","assets\img\testimonials\testimonials-3.jpg"
"21.3","18.6","2.7","assets\img\portfolio\portfolio-6.jpg"
"29.6","27","2.6","files\3. Experience\logo\essilor-india-private-limited-customer-care-new-delhi-delhi-contact-lense-dealers-essilor-1uk5fv1.jpg"
"8.4","6","2.4","files\3. Experience\logo\invincible_ocean_logo.jpg"
"57","54.9","2.1","files\5. Project\1. Project\47.png"
"19.7","18.1","1.7","assets\img\testimonials\testimonials-4.jpg"
"17.5","16","1.5","assets\img\portfolio\portfolio-4.jpg"
"72.6","71.4","1.2","files\5. Project\1. Project\23.png"
"8","6.9","1.1","files\5. Project\1. Project\49.jpeg"
"26.1","25.2","0.9","files\1. Home\testimonials\t5.png"
"35.7","34.8","0.9","files\8. Blog\1. academic\6. Events done\expert talk by big basket CEO\KQZS8149.JPG"
"24.7","23.9","0.8","assets\img\portfolio\portfolio-1.jpg"
"21.7","21","0.7","files\1. Home\testimonials\t1.png"
"20.3","19.7","0.6","files\2. Education\logo\nvidia-logo.png"
"179.1","178.6","0.5","files\5. Project\1. Project\4.png"
"109.3","108.8","0.5","assets\img\portfolio\portfolio-details-1.jpg"
"2.3","1.9","0.4","Satner Portfolio -doc\img\logo.png"
"38.1","37.8","0.3","files\8. Blog\2. Connection\3. mom birthday\phd ppt.jpeg"
"145.1","144.9","0.1","files\5. Project\1. Project\12.png"
